timestamp,gasUsed,gasPrice,blockNumber
1727624099,0,7247607872,20857226
1727624111,0,23020714341,20857227
1727624111,0,10027918536,20857227
1727624123,0,10038510535,20857228
1727624123,0,9370530297,20857228
1727624135,0,9869606636,20857229
1727624135,0,7639153842,20857229
1727624147,0,7934048658,20857230
1727624171,0,8747288645,20857232
1727624183,0,11759313103,20857233
1727624195,0,8811742245,20857234
1727624195,0,12011742245,20857234
1727624207,0,10421913607,20857235
1727624279,0,137895071748,20857241
1727624279,0,7225027809,20857241
1727624291,0,11657311411,20857242
1727624315,0,10053005156,20857244
1727624447,0,7658396743,20857255
1727624507,0,9690001371,20857260
1727624555,0,11016640692,20857264
1727624555,0,12251624504,20857264
1727624555,0,8685289803,20857264
1727624579,0,12071005130,20857266
1727624579,0,9300000000,20857266
1727624591,0,11799468404,20857267
1727624603,0,8094441533,20857268
1727624675,0,12785622231,20857274
1727624711,0,7123444329,20857277
1727624735,0,30742610887,20857279
1727624759,0,8607295393,20857281
1727624795,0,7108432327,20857284
1727624855,0,29537821763,20857288
1727624867,0,8609894139,20857289
1727624879,0,10856535149,20857290
1727624951,0,9901087631,20857296
1727624963,0,9609957918,20857297
1727624987,0,11575164360,20857299
1727624987,0,9634183443,20857299
1727624999,0,8943643884,20857300
1727625011,0,98031094805,20857301
1727625059,0,15966380750,20857305
1727625083,0,23226754405,20857307
1727625083,0,8690640980,20857307
1727625119,0,7360220255,20857310
1727625143,0,8573546635,20857312
1727625155,0,11778326746,20857313
1727625155,0,9087449081,20857313
1727625167,0,10035135979,20857314
1727625179,0,7617135372,20857315
1727625191,0,8881703253,20857316
1727625203,0,11657395212,20857317
1727625203,0,9635733565,20857317
1727625215,0,41643362879,20857318
1727625239,0,7743492892,20857320
1727625239,0,13162237916,20857320
1727625239,0,9237671195,20857320
1727625251,0,48497480049,20857321
1727625263,0,13180438439,20857322
1727625275,0,9022505264,20857323
1727625275,0,120287527190,20857323
1727625287,0,12325834686,20857324
1727625287,0,12325834686,20857324
1727625299,0,69075099145,20857325
1727625311,0,12854815778,20857326
1727625347,0,8911162374,20857329
1727625347,0,9184929802,20857329
1727625359,0,14204266524,20857330
1727625359,0,12350010981,20857330
1727625371,0,9829895693,20857331
1727625395,0,8677822232,20857333
1727625407,0,32213194517,20857334
1727625419,0,7933830126,20857335
1727625419,0,13485811214,20857335
1727625443,0,13356424829,20857337
1727625443,0,7856720488,20857337
1727625467,0,52135641875,20857339
1727625479,0,20479809666,20857340
1727625491,0,9260558922,20857341
1727625503,0,9382673819,20857342
1727625539,0,7827905460,20857345
1727625563,0,7301133621,20857347
1727625659,0,8707262465,20857355
1727625671,0,33556922775,20857356
1727625671,0,8056416674,20857356
1727625683,0,10479897193,20857357
1727625707,0,9413769716,20857359
1727625719,0,8148090028,20857360
1727625719,0,9389133492,20857360
1727625731,0,9942664671,20857361
1727625755,0,9713385754,20857363
1727625767,0,9174468673,20857364
1727625791,0,9106601489,20857366
1727625803,0,29553874493,20857367
1727625803,0,9380494426,20857367
1727625815,0,9263131589,20857368
1727625827,0,9452807576,20857369
1727625827,0,9952807576,20857369
1727625827,0,9151122127,20857369
1727625827,0,9151122127,20857369
1727625863,0,9060924746,20857372
1727625875,0,7993498765,20857373
1727625911,0,8874657762,20857376
1727625947,0,8233414595,20857379
1727625959,0,8328994185,20857380
1727625959,0,52163361200,20857380
1727625983,0,9024131589,20857382
1727625983,0,10123966798,20857382
1727626019,0,10468116676,20857384
1727626043,0,10969581027,20857386
1727626127,0,12476923673,20857393
1727626139,0,30022953140,20857394
1727626151,0,15211254378,20857395
1727626235,0,16039717558,20857402
1727626295,0,12313294432,20857407
1727626307,0,14847803800,20857408
1727626319,0,38711979413,20857409
1727626331,0,14417865175,20857410
1727626427,0,12422996058,20857418
1727626451,0,12747372938,20857420
1727626499,0,10328409367,20857424
1727626523,0,12806124997,20857426
1727626547,0,12547419412,20857428
1727626559,0,11984336703,20857429
1727626655,0,13231739890,20857437
1727626679,0,12781780815,20857439
1727626679,0,11999980815,20857439
1727626691,0,10859827938,20857440
1727626703,0,35400325061,20857441
1727626715,0,49803781211,20857442
1727626715,0,34498925670,20857442
1727626763,0,12662562699,20857446
1727626775,0,12456608908,20857447
1727626787,0,12333924723,20857448
1727626799,0,12769407033,20857449
1727626823,0,12822345521,20857451
1727626823,0,13445421602,20857451
1727626835,0,11022028181,20857452
1727626859,0,12581134222,20857454
1727626859,0,14876290895,20857454
1727626871,0,11352126032,20857455
1727626895,0,9872599241,20857457
1727626895,0,9773599241,20857457
1727626919,0,10542125133,20857459
1727626919,0,10542125133,20857459
1727626931,0,12400257747,20857460
1727626967,0,12103430724,20857463
1727626979,0,15101968079,20857464
